FileNumber,HII_EFF_FACTOR,ION_Tvir_MIN,R_BUBBLE_MAX,HII_EFF_FACTOR_bin,ION_Tvir_MIN_bin,R_BUBBLE_MAX_bin
44,31.31803612112938,5.639661789622254,12.542397771519768,4,21,13
45,139.7726660734636,5.639780619852834,15.917863080610465,18,21,19
46,39.30839219044599,5.746351564479188,16.153532015693415,5,22,19
47,126.06069533980096,4.722215248071106,5.14832552814748,16,10,1
48,37.90861943368718,4.053671801284351,11.05104788206863,5,1,11
49,112.60471266169202,4.896160221977212,18.08286961752465,14,12,22
50,139.7898276792795,4.842974385747276,18.796893310978,18,11,24
51,54.76646116965608,4.29478149702741,11.676145280412896,7,4,12
52,137.3282289799738,5.122903045971927,17.94153138429859,17,15,22
53,178.95492935732295,5.67780277524175,10.964139175439616,23,21,10
54,111.99097036408996,5.264671459328799,19.55356166614684,14,16,25
55,55.09587177081306,4.276381538524004,13.427053094117811,7,4,15
56,106.03678519315004,5.82626870752676,17.745599487497206,13,23,22
57,162.64690748166723,4.739665480170941,14.82325304611437,21,10,17
58,43.88481334036366,4.7195895473002,5.859451847773939,5,9,2
59,160.7450365033611,4.871213582727139,19.41932081475277,20,11,25
60,108.71356430579242,5.186074499913716,10.251055875816506,14,15,9
61,35.78285709772128,4.336827601060649,6.036026204096002,4,5,2
62,176.5200612691969,5.443503052886573,12.961241798284124,22,19,14
63,16.37837433060083,4.832320884563516,10.743151203501355,2,11,10
64,131.42019136082365,4.900130285566021,18.046966318594546,17,12,22
65,184.2548096667635,5.370079139180582,15.099141235298417,23,18,17
66,7.815509270409571,5.9572795692077,11.798379852209957,1,25,12
67,101.54232598548184,4.827411885098867,9.470153249285584,13,11,8
68,153.65662647583002,5.214822844364839,18.001432056432428,20,16,22
69,61.95192880188608,5.8966754308613805,19.546749542435663,8,24,25
70,106.41951866047002,4.585489629097599,5.223572991426024,14,8,1
71,180.38594364950868,4.727131071818227,5.580635670068782,23,10,1
72,79.28828442988986,4.223336046257811,5.701154905462278,10,3,2
73,96.32407711411396,5.815566903341001,15.099426670050846,12,23,17
74,148.221496616271,4.9446621882905895,16.72049355053135,19,12,20
75,35.711743069838235,4.424691819408276,9.847735169240652,4,6,9
76,195.46836902213167,5.2548016618023725,16.27147784348994,25,16,19
77,135.5190404682793,5.844904820436451,6.0688309505372136,17,24,2
78,165.27276372725152,5.734272367821079,18.206259004652555,21,22,23
79,17.485600800701118,5.292865723848411,9.07905498904492,2,17,7
80,174.8576814191262,5.5333713846137575,14.621844978458432,22,20,17
81,141.50470917768197,5.168538485095927,17.141681445217824,18,15,21
82,76.68927095323247,5.67124924198647,5.444441555615709,10,21,1
83,94.3871832400102,5.302910407917964,9.604991855815738,12,17,8
84,34.106265173352604,5.873230636360638,13.137838418300351,4,24,14
85,143.42324659059386,4.368741045285091,5.418311569274098,18,5,1
86,38.1978518647943,5.001488660371505,6.719169512228848,5,13,3
87,138.4354897582319,4.741043016435478,16.02690458908741,18,10,19
88,183.1770925553757,5.307588013250237,6.670059399039706,23,17,3
89,30.248922633480447,4.406017128813996,12.460219782174818,4,6,13
90,32.30781030449884,5.646473349389455,19.581750541714264,4,21,25
91,52.55251442395166,5.269605446267363,17.616599076384396,7,16,22
92,6.508589293402964,5.232320328345587,15.220734009203062,1,16,18
93,134.83502466204334,5.264885347035756,12.843947523110325,17,16,14
94,44.24129195802985,5.521150723728682,18.518503759978728,6,20,23
95,73.15787071106199,4.955751445491002,10.23053370727764,9,12,9
96,78.50107199656318,5.614837445310064,19.80726713549649,10,21,25
97,164.2680939300934,4.801631450287674,7.921895902513499,21,11,5
98,152.62528964508633,5.974021242917786,14.838611722127323,19,25,17
99,180.12664153601196,5.948235118633386,18.002726835958278,23,25,22
100,138.90284614082694,5.136301145290791,15.706669737201272,18,15,18
101,153.83990004057955,4.897660405484498,16.231515024633993,20,12,19
102,102.97011824485013,5.486684443150715,16.692112171715543,13,19,20
103,154.1193155411213,5.026369882360984,11.924705880220486,20,13,12
104,152.9784166985307,5.38658450742092,5.592631419863062,19,18,1
105,185.6954285192028,5.5217033208931845,17.843286259040287,24,20,22
106,162.8437970940153,5.674776557251561,15.120983822660945,21,21,17
107,43.13081424255416,4.61744462289994,18.7085264031736,5,8,23
108,23.323624032601863,5.396653414989826,17.39126770221096,3,18,21
109,183.43504222031748,4.976054972209044,6.39511157898494,23,13,3
110,39.34155175235226,4.623161085912589,18.154549396028425,5,8,22
111,87.34399509564203,5.595278863847847,16.36084820428629,11,20,19
112,61.46602817138352,4.860551874934602,18.508342477938925,8,11,23
113,178.34990822929305,5.172908657856816,15.94404608767696,23,15,19
114,63.21105503462279,5.171403858930328,14.570950832784831,8,15,16
115,31.54807066498557,5.31002298915093,5.404413537031115,4,17,1
116,55.888780786743936,4.730750218324344,8.257938719492063,7,10,6
117,32.249053193210955,5.693105517504704,14.704365626549214,4,22,17
118,51.09626174446159,4.365959574627372,13.294015117341903,6,5,14
119,37.35139510878548,5.445794612583756,6.316172223591953,5,19,3
120,78.2942291095103,4.297715764457589,8.567612084141155,10,4,6
121,120.95818170682544,5.238937939114303,15.91069881823409,15,16,19
122,28.05109756305504,4.156276025474154,13.830271753434076,3,2,15
123,192.68712628862195,4.92050509189823,10.427687729741802,25,12,10
124,150.50601604259026,5.504829703402017,16.813616303521194,19,19,20
125,17.012268256440052,4.032824774734868,9.644397931285884,2,1,8
126,155.21589370209924,5.601719884224355,11.86490863662454,20,21,12
127,44.173838437512416,5.129950639037124,17.601360874654915,6,15,22
128,95.3653773890538,5.602928681415261,6.117951978554185,12,21,2
129,147.6912686694319,4.895568771198567,14.83678508262275,19,12,17
130,49.614503942803736,5.437474302996835,15.7846232275327,6,18,18
131,58.56792579170363,4.377478754034412,17.487027594349406,7,5,21
132,91.15930590357316,5.163134220876891,10.689049503013509,12,15,10
133,106.18417005323052,4.653349027851634,12.089613368058588,13,9,12
134,75.68414442176798,4.505374129819031,16.393518512537362,10,7,20
135,146.80557638153385,5.178211983126186,16.197679507801034,19,15,19
136,182.90370169189765,5.552848814789159,19.494414348459333,23,20,25
137,13.611941838230983,4.88920608676057,15.79875994063856,2,12,19
138,26.028938614383648,5.941819827050902,13.19889336654963,3,25,14
139,17.578026836851297,4.418990910119921,13.776441601251374,2,6,15
140,23.60510578194345,5.0973762776904366,6.509459182701217,3,14,3
141,150.47434176767146,5.981885362925673,7.787955260719669,19,25,5
142,61.61649492069256,5.003079030981628,8.720224542557837,8,13,7
143,32.59666911012346,4.247476025168817,15.137679722515784,4,4,17
144,38.37355005901466,5.710535134730192,15.37179502998503,5,22,18
145,33.300137755498824,5.009243841926076,5.273269312654763,4,13,1
146,47.66991497530615,5.549618770755214,15.2146635649247,6,20,18
147,76.19046874874209,5.203673176630172,16.78670861068452,10,16,20
148,9.48531460199123,5.144983336130947,10.5941934360628,1,15,10
149,55.47459048081138,4.506680799695962,18.000766485183856,7,7,22
150,174.7849414253929,5.712075488781556,6.395561288448899,22,22,3
151,38.7861386742529,4.954523320851066,10.704139361840232,5,12,10
152,82.12654254724126,4.900035782793793,13.614959120233184,10,12,15
153,50.480770582757785,4.880558704631975,13.32487963011174,6,11,14
154,82.39212702018459,4.835070671092597,5.442595211723378,10,11,1
155,56.40591260802051,4.411600592118041,6.629504574142864,7,6,3
156,59.37014512870167,4.81715082993072,12.021795944131746,7,11,12
157,177.01156249298663,5.331924677653101,11.010377916062772,23,17,11
158,179.9210783006623,5.406797191093034,19.792699238606914,23,18,25
159,57.34741392704566,4.755572896644108,6.392533019336718,7,10,3
160,100.88625102037088,5.396569628131753,5.879370636299978,13,18,2
161,9.251464895104426,5.7231191302856,15.589116703407916,1,22,18
162,101.3685425388257,5.215044831670853,19.43589359934431,13,16,25
163,135.0484136412302,5.196159752951129,6.1384082492663925,17,15,2
164,166.03034090551822,5.009458105762532,13.190211197079709,21,13,14
165,127.94186879683384,5.95252991493616,18.86374016353908,16,25,24
166,35.73025994265289,4.978750734715613,9.473161248347068,4,13,8
167,114.46393681581375,5.866307156183609,16.904384136967725,15,24,20
168,173.85614910833812,4.960371104690421,17.80003850055273,22,12,22
169,100.05357207664846,5.164414359033979,11.829311734652556,13,15,12
170,28.082408769432224,5.818882590490109,14.313790070207036,3,23,16
171,123.5424107161186,4.972514753513563,8.709888161367822,16,13,7
172,53.85455116835576,4.084060789746943,9.332052860984106,7,2,8
173,116.00330945060836,4.813841395128522,6.561604235768125,15,11,3
174,107.15450611805429,4.506143641077382,12.570225346568876,14,7,13
175,45.49550611711897,4.405392723689177,11.317720210388767,6,6,11
176,95.49039845193576,4.873183995210586,13.520015427286726,12,11,15
177,170.40428272036334,5.449154611559077,16.850694790679135,22,19,20
178,105.6899513645401,4.598552774488891,12.93274496315582,13,8,14
179,16.818566289011525,4.135509717205715,8.223848033080829,2,2,6
180,109.6829413858062,4.647683256943372,7.097450696788483,14,9,4
181,143.93149898678374,4.666180988988796,15.599395174721826,18,9,18
182,103.05776867117385,4.899439107522824,5.603859015746837,13,12,2
183,51.83034977721282,5.195246200812239,8.885421385892215,7,15,7
184,11.532201106525406,5.292054269837256,11.192356110710376,1,17,11
185,155.366234896515,4.7765642678019065,14.40144371865663,20,10,16
186,92.2791306517659,5.322354763565727,16.08725369933249,12,17,19
187,62.43250665772207,5.8330832212240775,19.72953517991588,8,23,25
188,139.79966357443348,4.932994091815152,19.75945970985459,18,12,25
189,38.52409995686335,5.038596607427594,8.40867054357609,5,13,6
190,97.45575374951136,5.968749829752944,8.980559597950489,12,25,7
191,5.363470141472128,4.334228953401363,17.727112772817257,1,5,22
192,34.75010568124979,4.5893242335793305,16.97040329733067,4,8,20
193,154.7154478434013,4.747075632184818,16.32684164917575,20,10,19
194,85.98880503163082,5.163717442057651,7.05691927584675,11,15,4
195,62.712528930588256,5.517044134278563,18.572693693190388,8,19,23
196,63.9433400053121,5.463871874070136,12.340887669502408,8,19,13
197,93.745582874197,5.465744174890952,8.785377408439572,12,19,7
198,6.655532785152097,4.416831706658753,9.338872686413453,1,6,8
199,64.87942364477831,5.983334187870435,13.007940952736838,8,25,14
200,12.708289073184812,4.319894216979069,7.938502819874275,1,4,5
201,155.46945115105004,5.397705945610294,18.481674106067725,20,18,23
202,179.80731280880795,4.865184769029984,8.973619509771595,23,11,7
203,22.35856415732385,4.268406824029016,15.615702963888864,3,4,18
204,137.64301540569298,5.204647874386534,16.580237550913328,18,16,20
205,27.29059369708615,5.606132494235224,19.683402485754605,3,21,25
206,166.18831914691114,5.047514336343921,5.225540859532894,21,14,1
207,150.17021272424142,5.20923710317496,12.378751988789938,19,16,13
208,7.870547397111421,5.797597423790526,9.073832672174747,1,23,7
209,29.13831790086377,4.201832177208604,15.44980080053142,4,3,18
210,118.37903892259536,4.721802330664837,19.38398598935562,15,10,24
211,68.23512520710347,5.5413746007335,9.933911725705904,9,20,9
212,117.44288704011949,4.876256461297143,12.563283011911572,15,11,13
213,155.0779775779411,4.925493795668946,13.598652099658471,20,12,15
214,140.74784201585658,5.858585725138932,17.151146020593902,18,24,21
215,146.44249793490243,5.172797035878413,14.560787735778913,19,15,16
216,74.59685768145461,4.723040337247115,18.55505887970091,9,10,23
217,29.36084726777981,4.577105803789633,18.388873939478835,4,8,23
218,100.83918075355554,5.4185365239102925,5.572617507134095,13,18,1
219,139.73535380660357,4.865112490623874,16.98639375214234,18,11,20
220,130.25119186986026,5.367711794432655,11.225143844356955,17,18,11
221,25.76903792414132,5.549402439281991,5.012242899809658,3,20,1
222,16.668091911711436,4.538371202192531,13.83175627499745,2,7,15
223,46.787070082672784,4.369824683950272,9.0594148285558,6,5,7
224,5.8299062732994775,4.653712488071919,9.981142108401707,1,9,9
225,67.53006861006236,5.280833503725822,6.614937910996842,9,17,3
226,130.16315063273737,5.627768829602377,10.07038955777181,17,21,9
227,40.45795642521075,5.031825487816967,14.86520077445745,5,13,17
228,32.28012085790584,5.014955718472603,17.040038795007256,4,13,21
229,58.18226543700915,4.995514345342085,8.308735887560205,7,13,6
230,110.41383855102283,4.990731261859192,13.503966032530585,14,13,15
231,144.3285764414197,5.604485946789751,13.449623624209575,18,21,15
232,13.858517012749624,5.370705744905173,9.870736853655805,2,18,9
233,8.13473248053466,5.839230019359052,12.119052737178515,1,23,12
234,187.79156211954543,5.133430824289297,11.839066293489276,24,15,12
235,117.47708112432532,4.69497879496308,7.265161826442696,15,9,4
236,110.78421373265076,4.8679963496951775,11.600975448497898,14,11,12
237,116.65543562574167,4.4519039089505865,5.743705679438734,15,6,2
238,124.47553743976708,4.4159722255344604,5.110498801156024,16,6,1
239,115.08934578420023,4.885820963354874,7.414455249425966,15,12,5
240,149.66614298792166,5.380535847687258,8.992480607213217,19,18,7
241,120.99756288608712,5.912461342859984,16.26664018652141,15,24,19
242,58.13238607230744,5.902937048059632,14.433339230242645,7,24,16
243,135.36939711142475,5.621715575238325,10.27101594787086,17,21,9
244,189.47360171637425,4.405050743319634,5.3235609132217645,24,6,1
245,140.42142690240374,5.124916898327021,5.225145732149457,18,15,1
246,57.76058759700423,5.994601241925002,10.355508603626848,7,25,9
247,86.91901198988629,4.121645513938395,6.431146363208415,11,2,3
248,151.92043102651593,4.717642291198263,5.499851808692834,19,9,1
249,100.11378293883234,5.5724524984678006,5.512533698630573,13,20,1
250,39.89880450855315,5.13057907798872,11.874084565102416,5,15,12
251,15.649688349792877,5.3918836778427455,7.574691047571406,2,18,5
252,123.77555037969982,4.839077982789129,6.447648145007284,16,11,3
253,66.7159003401718,5.879341358202715,11.150359888533742,8,24,11
254,123.4083765790838,4.755997518139042,7.410965086269274,16,10,5
255,102.3351351119313,4.1555665114715445,6.342582142131257,13,2,3
256,41.27449485932641,4.195506335749447,10.198528798467771,5,3,9
257,126.1219300647667,5.8137423137594855,15.08991578863353,16,23,17
258,133.1180603172252,4.666925044561356,15.226431893199498,17,9,18
259,101.8637036376016,4.510706475599428,15.769778167052191,13,7,18
260,67.56588991395677,5.98343160021394,12.803567093309224,9,25,14
261,32.186352778239154,4.983167074385488,11.203965877785684,4,13,11
262,138.21202184529363,5.244477528778655,14.49241522702832,18,16,16
263,80.7484254920818,4.33625277771993,14.066644045629667,10,5,16
264,6.825577721331479,5.9012482154301376,13.07060439194042,1,24,14
265,13.179344502725376,5.02236986341572,10.220007193256642,2,13,9
266,90.0998237670597,4.895117834954721,7.358775008311214,11,12,4
267,106.64218453883991,5.812164351443793,15.482060916302103,14,23,18
268,134.7806002371436,4.770590728290309,16.356453010923616,17,10,19
269,119.4775839525344,5.054031487928029,13.625210485902812,15,14,15
270,74.81121162557926,4.86326448471125,13.091945924423252,9,11,14
271,135.16652685562232,4.957956514750653,16.63061096898855,17,12,20
272,130.68368706109226,5.927394498969699,12.24592022149026,17,25,13
273,63.14068377857608,4.750723445330731,16.027680126493102,8,10,19
274,52.02310869606237,5.2513759323593225,9.268206886750171,7,16,8
275,162.39455205039857,5.5718694856378885,10.360979134924818,21,20,9
276,45.25705274549422,5.023595996444752,19.134198074807745,6,13,24
277,86.74663390911738,5.97969992555824,9.89269626191888,11,25,9
278,79.21614110428071,5.328850136092525,16.38973274375333,10,17,19
279,62.99726504798853,4.581619971532229,16.545204167203096,8,8,20
280,61.84692700224949,5.441572382668264,14.078938478448045,8,19,16
281,104.85251607999626,5.458516609805276,8.6328356403454,13,19,7
282,170.2689338764635,5.200968997336989,8.026970731704683,22,16,6
283,95.3518656734998,5.968429215499919,10.44694249707649,12,25,10
284,135.18407370366813,5.009289549724146,17.52793423918041,17,13,21
285,74.13210454887185,5.043805337024007,15.29428590853195,9,14,18
286,53.45377822137067,5.220157291246308,16.533871647217584,7,16,20
287,16.48985631685148,5.9422955125728585,6.897092925768306,2,25,4
288,191.7386786706604,5.280429068424879,14.81204574627391,24,17,17
289,106.55718346678356,5.203276219658357,7.170159168725515,14,16,4
290,41.65755563011193,4.399758499137655,13.930172694806004,5,5,15
291,62.13518328108589,4.333582431524989,9.508035933593064,8,5,8
292,175.09334558429768,4.8420546554743655,11.956449280414496,22,11,12
293,36.32370545393744,5.775738339985573,14.684136424398968,5,23,17
294,44.49141801314958,5.633885607137915,8.651732270484075,6,21,7
295,66.8116493692013,4.365534735598542,7.282132591587258,8,5,4
296,171.19485479533833,5.199820108075317,11.132193818287274,22,15,11
297,48.63981277478737,5.998352263757304,12.162452515917469,6,25,12
298,99.9215729874206,5.40765628222741,7.334853148340665,13,18,4
299,32.20510258060135,5.309874992073899,15.252776799615036,4,17,18
300,144.90468679198923,5.416462127216834,16.658811049951687,18,18,20
301,35.82654056446711,4.996561265311426,17.508914124998253,4,13,21
302,170.2128205162122,4.724725981408968,10.759990418077038,22,10,10
303,162.74533778957263,5.323417701621352,7.451406590465437,21,17,5
304,115.49815281921636,5.224627590559055,6.073119700331965,15,16,2
305,174.56755334216749,5.527375015903078,18.480601805490345,22,20,23
306,135.97942799198316,5.305071257092908,7.999361400042757,17,17,6
307,16.555026812244655,4.895899342415034,7.924818124534739,2,12,5
308,148.33396124942635,5.309409529732012,9.200341103089745,19,17,8
309,79.74371478643742,5.319359997809274,14.017231876500151,10,17,16
310,106.62105624030056,5.79154480692582,17.8756027394353,14,23,22
311,69.63309482039895,5.127994068949853,10.205674494697517,9,15,9
312,170.39493662966163,4.872525140053305,14.22288142890408,22,11,16
313,81.3987909333663,4.941279973546894,17.521836507348468,10,12,21
314,151.25160350588556,4.730296543945868,10.22309303654264,19,10,9
315,99.76434418807916,4.585133538193476,15.52664470900432,13,8,18
316,139.1358588663432,5.579853322259485,13.854073020662195,18,20,15
317,179.0821338251752,5.928940498172754,10.191403793708655,23,25,9
318,41.8203525492553,5.268413187310791,15.302189355805028,5,16,18
319,157.62922798463424,5.389223801551284,5.351143866274082,20,18,1
320,132.9898730338809,4.720288590115863,17.70318200757312,17,9,22
321,72.05408036529981,4.157948394958199,6.472584862513092,9,2,3
322,17.48681935132882,4.3148378051046326,9.896925217538572,2,4,9
323,12.0160138791657,4.170160624415409,19.1504432001402,1,3,24
324,74.79846787230294,5.429521204021591,17.826048269764378,9,18,22
325,16.966006022880357,4.639729664467166,5.867005483511056,2,8,2
326,62.86913468392942,4.534126404368008,6.909907150068882,8,7,4
327,162.39020794290587,5.314759198371357,17.184011499956874,21,17,21
328,183.5027019577148,5.446744084957679,5.453011430751069,23,19,1
329,73.3800939046783,4.658633232513147,14.44368726009836,9,9,16
330,61.55676074932114,4.738861123872386,16.04211697183069,8,10,19
331,19.905502692994304,5.139348290784653,18.765719659451328,2,15,23
332,117.22742326657352,4.538202041726724,13.70307855513209,15,7,15
333,174.69355121243538,5.032608698896832,8.256851508419434,22,13,6
334,133.3743942097677,5.599455484238414,10.368122229286012,17,20,9
335,93.52430106465654,4.711251049232302,13.248672593654096,12,9,14
336,59.12846257240221,5.968353712481556,15.375905913138602,7,25,18
337,152.99850634627538,5.918128058781856,19.98296590313771,19,24,25
338,25.05365273404741,5.38694617801294,15.995161542801611,3,18,19
339,94.27317730162136,4.63356862895294,14.344187815466135,12,8,16
340,128.19972194983148,5.8823317204099554,17.27326478474048,16,24,21
341,26.648306505678672,4.172240489793089,7.932354296448251,3,3,5
342,56.59597771308465,5.10218887564803,13.059275232298024,7,14,14
343,192.22252948120973,5.904841420194401,7.616884977463727,25,24,5
344,57.59215463429754,4.62609521429042,15.07548492502486,7,8,17
345,141.3169460787631,5.030270559098899,14.603040045272197,18,13,17
346,13.687699341677131,4.655947124807759,5.309827815562793,2,9,1
347,13.41820291053172,5.898399246411483,7.70868436019458,2,24,5
348,38.937990808336814,4.648050135092132,13.410308546403709,5,9,15
349,161.04650489421869,5.402134566583051,17.728040249706183,21,18,22
350,157.14325474403907,4.709587711316875,18.44212616634289,20,9,23
351,130.1869040190976,4.631127579970693,13.369244085507397,17,8,14
352,170.84006809452495,5.775505247403931,13.089576807542878,22,23,14
353,63.24220467833391,5.345882739803589,5.538469448959883,8,17,1
354,152.0469424501493,5.909475299688472,16.120655144306095,19,24,19
355,172.2366340345824,4.933835347653905,6.583826541774954,22,12,3
356,75.78729322456753,5.735704137703753,5.103508957553146,10,22,1
357,50.42685760050546,5.1496005296376985,19.10125937588496,6,15,24
358,132.51449558230874,5.922585407912414,10.600699975174592,17,25,10
359,68.42655979062722,5.007436978880064,14.921357958717454,9,13,17
360,161.7400538111356,5.217338252894912,15.36025796892808,21,16,18
361,38.83757323552126,5.14466429872074,10.93214873991692,5,15,10
362,58.41129604180051,5.704901781749004,7.691522775285042,7,22,5
363,130.7674827927788,4.969183427152278,16.058786165658006,17,13,19
364,153.04682177008544,5.209235075767463,10.871449309008987,19,16,10
365,121.43501891123016,5.824239568081046,17.439840464211052,15,23,21
366,10.00208209337944,4.04104239004263,8.646493451600588,1,1,7
367,67.95772038348133,5.165539948398867,8.808944323739452,9,15,7
368,27.40835460968113,4.050734750256679,18.806118473273003,3,1,24
369,27.08282423324784,4.266969854234215,10.388551093492982,3,4,9
370,73.46053513862591,5.13023008045665,19.74704370354197,9,15,25
371,136.31916906409677,4.705699133471617,7.074830122723361,17,9,4
372,98.49796673521855,5.010814778813176,10.677371260699116,12,13,10
373,103.63667770869856,5.179480125939268,13.53483497528999,13,15,15
374,158.3851597731743,5.20204570694549,18.176076506633407,20,16,22
375,137.9616114597668,5.408221838351918,18.9321866475102,18,18,24
376,145.02370486350824,5.384202727980089,19.681095160237785,18,18,25
377,7.898070567716195,4.400302286402369,10.253567445006633,1,5,9
378,13.348829881626171,4.16060875443376,9.537244074604075,2,2,8
379,24.108173893912312,5.805012652807712,7.978825734369238,3,23,5
380,161.09173598366613,5.240165582638924,8.740974924363085,21,16,7
381,153.77397209790627,5.792205953199577,8.316404409975604,20,23,6
382,62.15531684903937,4.075042069003132,5.954060622233003,8,1,2
383,161.26166875570303,5.886283787568719,12.681561592476385,21,24,13
384,154.53924022297,5.945531739402607,13.427909834314562,20,25,15
385,64.18895189153024,5.412974320589456,11.41871547991976,8,18,11
386,134.52153213509703,5.483806820283442,15.30891408466044,17,19,18
387,174.5213974621094,4.6610228695335625,7.821598370642692,22,9,5
388,32.793221555430485,5.574468256742204,14.141644329367688,4,20,16
389,101.58940932760127,5.495305559232651,6.128529522927883,13,19,2
390,142.7645149941768,5.1013734148007845,5.265961810532244,18,14,1
391,50.41331760571775,5.727087655090377,14.24905356881806,6,22,16
392,76.77493589072084,4.571259328808859,14.241350939157542,10,8,16
393,31.292736079046684,4.828562441202836,12.2350293710058,4,11,13
394,20.259162350615988,5.248897503234925,12.99378140186808,2,16,14
395,109.07292220776408,5.716600939155629,12.236732577414688,14,22,13
396,49.55826908221407,5.790494681208196,5.607578382038997,6,23,2
397,75.5175854372941,5.929780411994882,6.888743971982461,10,25,4
398,104.04787636518802,5.960938180787706,7.626039007369334,13,25,5
399,59.38886906921616,4.344985063364367,15.466495475176114,7,5,18
400,167.14824050173297,5.575203414038631,7.083299127259164,21,20,4
401,10.443564233471957,4.240087072124724,5.091933203675408,1,3,1
402,122.7145179143805,5.260406738402581,9.747226422103228,16,16,8
403,189.6080372138476,5.15923205871099,9.35530467212912,24,15,8
404,116.0985890314326,5.633196458910332,9.278972781910376,15,21,8
405,111.49578061058789,5.627273870626862,18.138874245120384,14,21,22
406,58.821652213853454,4.71417441151856,12.817709233955537,7,9,14
407,10.890142923189597,4.15125004138958,17.899044170003023,1,2,22
408,110.51783104369062,5.762040967323445,9.540515408907329,14,23,8
409,36.30703499771914,5.003000069266824,5.27132142849179,5,13,1
410,43.6602521176053,5.712704723005057,5.636464519223968,5,22,2
411,76.42381292732877,4.688648773850549,12.432714695818824,10,9,13
412,5.008043056582067,5.415502212777401,15.738185807272586,1,18,18
413,18.65060383731139,4.927113141711725,15.33764952417738,2,12,18
414,106.26852609617356,4.534151074177071,11.48284837380655,13,7,11
415,104.2829752751307,4.571972092660732,15.358626460315357,13,8,18
416,153.02232065682267,5.986832384753361,15.924327217984583,19,25,19
417,54.892413304584416,4.687867424097531,5.934865475853974,7,9,2
418,91.7024212172758,4.6132585062116895,17.601403167590746,12,8,22
419,38.1842573353771,4.474467635065581,12.018486961603491,5,6,12
420,56.02030222061972,4.472727678678722,17.84940361104139,7,6,22
421,92.77368164672508,4.986843963314873,19.82032023455515,12,13,25
422,31.679606568676217,5.392732510554974,10.811891607157198,4,18,10
423,73.24774041710303,5.486856819531374,15.741566401040522,9,19,18
424,26.73711806592444,4.159442462741988,12.63229121314295,3,2,13
425,50.56356496187909,5.031295703047535,8.750485225020679,6,13,7
426,167.6793568970277,5.400697966934263,13.303497172832488,21,18,14
427,162.76366103800498,5.276024207971729,12.33347307759697,21,16,13
428,138.971823224437,4.938803534718767,19.05322578403448,18,12,24
429,23.21323913536077,5.952026119733174,10.43709477894272,3,25,10
430,17.303634452310725,5.194500196032201,6.731417620891389,2,15,3
